Title;Author full names;Year;Author Keywords;Abstract;DOI
Potential-controlled pathway bifurcation governs product selectivity in nickel-catalyzed urea oxidation;"Kwon, S; Kwon, D; Lin, T J; Lee, E; Lee, H; Kong, T H; Cha, J; Cheng, M J; Kim, W; Kwon, Y";2026;"Dehydrogenation pathway; ELECTROCHEMICAL ALCOHOL; ELECTRODES; ELECTROOXIDATION; EVOLUTION; MECHANISM; NiOOH; OXIDE; Pathway-dependent selectivity; Urea oxidation reaction";The urea oxidation reaction (UOR) is a promising anodic process for energy-efficient hydrogen production and wastewater remediation, yet persistent nitrogen oxyanion formation on Ni-based catalysts suggests unresolved mechanistic complexity. Here, we investigate two coexisting dehydrogenation pathways in UOR: an indirect NiOOH-mediated route and a direct electrochemical route. Quantitative three-step rate deconvolution reveals that the indirect pathway is largely insensitive to electrolyte pH and applied potential within the pre-OER region, whereas the direct pathway exhibits strong pH and potential dependence. Notably, the fraction of indirect current scales quantitatively with N2 selectivity, establishing a direct link between pathway-resolved kinetics and product distribution, consistent with observations from in situ ATR-SEIRAS and kinetic isotope analysis. Density functional theory calculations reveal that the relative contributions of these pathways are governed by potentialdependent surface hydroxylation. At low potentials, adjacent Ni sites enable bidentate urea adsorption and N-N coupling, favoring N2 formation. At higher potentials, increased OH coverage blocks neighboring sites, enforces monodentate adsorption, and promotes C-N bond cleavage, leading to NOx - formation. Collectively, these findings provide an extended mechanistic framework for UOR, highlighting the role of surface hydroxyl coverage in governing pathway-dependent bond cleavage and product selectivity.;10.1016/j.apcatb.2026.126982
Direct urea oxidation pathway enabled by Mo-regulated Ni2P-MoOx heterostructures on black phosphorus for wastewater remediation;"Wen, W; Fu, Z M; Zhao, M; Gao, N; Yan, Q Y; Qiang, L W; He, S; Wang, Z; Shi, L F; Xiao, H; Jia, J F";2025;"ATOM; Black phosphorus (BP); Direct oxidation; Electrosynthesis; Ni; Urea oxidation reaction (UOR)";Electrocatalytic urea oxidation reaction (UOR) offers a sustainable route for wastewater remediation and energysaving hydrogen production, yet its efficiency is hindered by the sluggish kinetics of conventional nickel-based catalysts following an indirect oxidation mechanism. Here, we report a Mo-regulated Ni2P-MoOx heterostructure anchored on black phosphorus (BP) nanosheets, synthesized via an innovative electrolysis-solvothermal strategy, which shifts the UOR pathway from indirect to direct oxidation. Unlike traditional NiOOH-mediated processes, which require prior Ni2 + oxidation, the in-situ Raman and LSV results indicate that this catalyst enables urea oxidation at unprecedentedly low potentials (1.31 V vs. RHE at 10 mA cm-2) before Ni2+ self-oxidation, thereby reducing the overpotential by 245 mV relative to oxygen evolution. Advanced in-situ characterizations (In-situ FTIR, In-situ Raman, In-situ EIS) and electronic structure analyses elucidate that Mo dopants with electrondeficient 4d orbitals synergistically enhance urea adsorption via carbonyl coordination and optimize charge transfer through interfacial electronic coupling with Ni2P, while phosphorus modulates the d-band center. This unique configuration promotes the direct dehydrogenation of adsorbed urea by electrophilic OH species, accelerates C-N cleavage, and minimizes harmful byproducts. This Ni2P-MoOx/BP catalyst sustains 55 h operation at 50 mA cm-2, demonstrating exceptional stability. This work establishes a paradigm for steering reaction mechanisms through electronic engineering, offering transformative insights for designing energy-efficient electrocatalysts for complex molecule valorization.;10.1016/j.jallcom.2025.184013
An insight of photoelectrochemical driven urea oxidation from nickel manganese oxide nanostructures;"Devi, S; Kumari, S; Jha, M";2024;"CATALYSTS; EFFICIENT WATER; ELECTROOXIDATION; NANOFIBERS; NANOSHEET ARRAYS; NI FOAM; Nanoparticles; Nickel manganese oxide; Photo electrocatalysis; Photoanode; SUPERCAPACITOR; Urea oxidation reaction (UOR)";Nickel manganese spinel oxide finds tremendous application in electronic and electrochemical devices because of its high redox activity and better durability. Here, we have stabilized nickel rich, nickel manganese oxide Ni6MnO8 through chemical route and studied their application in electrochemical urea oxidation. The as-prepared Ni6MnO8 affords a two-fold high performance toward urea oxidation reaction as photoanode with a maximum peak current density of 44.58 mAcm ? 2 and exhibited low overpotential of 1.39 V at 10 mAcm ? 2. Smaller Tafel slope value (16 mV/decade) and 12 h chronoamperometry stability show faster rate kinetics and better durability as photoanode electrocatalyst for urea electrocatalysis. The robust photoelectrochemical urea oxidation is due to Ni2+/Ni3+ redox active species. The present work is sunlight-driven and sustainable approach for hydrogen production and remediation for urea-rich wastewater. It is the first time Ni6MnO8 used as promising photoanode for urea electrocatalysis.;10.1016/j.matchemphys.2023.128834
Facile synthesis of Ni doped CoWO4 nanoarrays grown on nickel foam substrates for efficient urea oxidation;"Chen, N N; Wang, Y H; Du, X Q; Zhang, X S";2021;"CATALYST; Density functional theory; ELECTROCATALYST; ELECTRODE; Electrocatalytic; FILM; HETEROSTRUCTURES; HYDROGEN; NANORODS; NANOSHEET ARRAYS; NANOWIRE ARRAYS; Ni doped CoWO4; Ni foam; STABILITY; Urea electrolysis";Urea electrolysis is a promising technology for hydrogen production, which can alleviate environmental pollution of urea-rich wastewater. It's worth noting that electrochemistry activity can be significantly improved by reasonably regulating the electron configuration around the active site for the doped materials. In this work, a series of well-tuned Ni doped CoWO4 nanoarrays on Ni foam supports have been prepared through a typical hydrothermal approach for the first time. Moreover, the resulting Ni-CoWO4-2 material significantly promotes urea oxidation performance with an applied potential of 1.35 V at 50 mA cm(-2), which is lower than that of water oxidation reaction (1.60 V). Density functional theory results suggest that the Ni doped CoWO4 has larger urea adsorption energy compared with CoWO4 and the CO(NH2)(2) molecule is strongly adsorbed on surface of Ni doped CoWO4, which is beneficial to accelerate the kinetics of the reaction and improve the electrocatalytic activity of the urea electrolysis. (C) 2021 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved.;10.1016/j.ijhydene.2021.05.038
Enabling microbial electrolysis cell scale-up via electrochemistry-, hydrodynamic-, and microbial ecology-informed framework;"Kim, D; Yun, N K Y; Du, H A; Li, C; Preheim, S; Rossi, R";2026;"AIR-CATHODE; ANION; FUEL-CELLS; Flow path; GENERATION; Hydrogen production rate; LIMITS; Microbial electrolysis cell; PERFORMANCE; RESISTANCE; Scale-up; TRANSPORT; Zero-gap MEC";"Microbial electrolysis cells (MECs) can produce green hydrogen while removing organic contaminants from liquid waste streams by leveraging the metabolic activity of electroactive microorganisms. Despite their potential in a sustainable, circular economy, large-scale MECs that can treat relevant volumes of wastewater have failed to deliver performance proportional to their lab-scale counterparts. The reason behind this lower performance at scale remains unclear. In this study, we developed a combined electrochemistry-, hydrodynamic-, and microbial ecology-informed framework to analyze and optimize MEC performance during scale-up, enabling accurate quantification of major limitations and the identification of strategies to overcome them, ultimately facilitating equivalent performance at scale. Applying this framework to the scale-up of a zero-gap MEC from 9 cm2 electrode area to 100 cm2 electrode area, resulted in similar maximum current densities in a 100 cm2 MEC (21.7 f 1.1 A/ m2) compared to a 9 cm2 system (25.1 f 2.7 A/m2), as well as equivalent hydrogen production rates of 69.3 L/Ld (100 cm2) and 67.7 f 2.4 L/L-d (9 cm2). COMSOL flow dynamics simulations were used to scale up the reactor configuration without negatively affecting electrolyte velocity and distribution in the cell, minimizing the increase in internal resistances during scale-up (11.7 f 0.5 mS2m2 at 9 cm2; 19.7 f 1.3 mS2m2 at 100 cm2). Microbial community structures were assessed at both scales using high-throughput sequencing, highlighting the differences of populations across electrode dimensions and operational parameters. The framework presented here accelerates the development of effective strategies toward the scale-up of MECs by furthering the understanding of how electrochemical, hydrodynamic, and microbial ecology parameters change as the reactor dimension is increased. Ultimately, this approach contributes to advancing electrochemical biotechnology toward practical deployment in energy-efficient wastewater treatment systems.";10.1016/j.watres.2026.125503
Instigating the mixed phases of cobalt oxide in nanowires for electrolysis of urea-based water;"Bhide, A; Gupta, S; Bhabal, R; Fernandes, R; Patel, M; Patel, N";2026;"BIFUNCTIONAL ELECTROCATALYST; CO3O4 NANOSTRUCTURES; Electrochemistry; Kinetics; Mixed phase material; Oxygen vacancy; Urea splitting";The urea oxidation reaction (UOR) offers a more energy-efficient alternative to water splitting, with a lower theoretical potential of 0.37 V and the possibility of using urea-based wastewater as an electrolyte. In this study, phosphorus/boron-incorporated cobalt oxide nanowires supported on nickel foam (P,B-CoxOy NW@NF) are synthesized by hydrothermal and reduction methods as an electrocatalyst for UOR. The P,B-CoxOy NW@NF demonstrates exceptional electrocatalytic performance with a low UOR potential of 1.33 V at 50 mA/cm2 in alkaline media. Comprehensive structural and morphological analyses reveal the formation of mixed Co3O4-CoO phases with abundant oxygen vacancies (Ov) and Co2+ species, which synergistically enhance conductivity and provide ideal surroundings for active M-OOH species formation. In-situ electrochemical kinetic studies highlight the superior catalytic activity of P,B-CoxOy NW@NF, attributed to a high density of active sites, improved reactant adsorption, and efficient desorption of byproducts, including CO2. The catalyst exhibits excellent longterm stability with minimal degradation of 7 % over 100 h of continuous chronoamperometry testing and 2 % loss after 10,000 cycles. Furthermore, the activity of P,B-CoxOy NW@NF is evaluated in alkaline natural cow urine, requiring just 1.35 V at 50 mA/cm2 for UOR, demonstrating its practical relevance for real-world applications. These findings showcase the significant potential of P,B-CoxOy NW@NF as a scalable and stable electrocatalyst for sustainable hydrogen production from wastewater.;10.1016/j.fuel.2025.136181
Influence of the Urine Matrix on the Electrochemical Oxidation of Urea with Nickel Catalysts for Nitrogen Removal Treatments;"Benyahia, R; Rebiai, L; Bah, K; Torralba, E; Muller-Bouvet, D; Guérin-Rechdaoui, S; Rocher, V; Cachet-Vivier, C; Bastide, S";2026;"ACID; ELECTROOXIDATION; Nickel hydroxide; Nickel oxyhydroxide; Urea electrooxidation; Uric acid; Urine";Urea oxidation in urine is an alternative process that can couple nitrogen removal from wastewater with low-cost green hydrogen production. To date, very few studies have examined how the urine matrix affects urea electrolysis compared to urea model solutions. In this work, nickel and the allotropic forms of Ni(OH)(2)/NiOOH, the alpha/gamma and beta/beta catalytic pairs, obtained through electrodeposition and post-treatments, were tested for this purpose in alkalinized synthetic urine. The alkalinization step, necessary for nickel-based electrocatalysis, leads to a precipitate of Ca-5(PO4)(3)OH and Mg(OH)(2), with 45% of phosphorus recovered. Voltammetry revealed a reduced anodic peak current compared to urea solutions, due to adsorbed organic molecules (uric acid, creatinine, citrate), which shift the potential anodically. Consequently, 2 to 5 times longer electrolyses are needed to pass the same charge. Oxidation products formed in urine are comparable to those in a urea solution: NO2-, N-2 and O-2, but with significantly lower faradaic efficiencies (e.g., -25% for N-2). Part of the charge (up to 42%) is involved in the oxidation of organic molecules, particularly uric acid (favored on the beta/beta pair). Low selectivity to N-2 and a decreasing current during electrolysis are also encountered in synthetic urine. However, electrode aging is less pronounced, possibly due to the lower current densities involved. For hydrogen production, the additional charge is an advantage since organic molecules are also oxidized at a lower potential than that of water. However, if the main purpose of urine treatment is nitrogen removal, then more energy is required.;10.1007/s12678-026-01026-z
Tailoring Built-In Electric Field and Superhydrophilic-Superaerophobic Surface of Fe-Doped NiTe/NiSe2 Heterojunction for Efficient Electrocatalytic Urea Oxidation;"Lei, M J; Zhao, Y; Sun, X J; Pan, Y; Liu, Y D; Kang, J Y; Wei, D Y; Zou, L Y; Pei, Y";2026;"NiTe/NiSe2 heterojunction interface; hydrogen production; superhydrophilic/aerophobic surface; urea oxidation reaction";"Electrocatalytic urea oxidation reaction (UOR) holds great promise in green energy conversion and pollutant degradation with low energy-consumption. Herein, Fe-NiTe/NiSe2 nanosheets array with super-hydrophilic/aerophobic surface and enhanced built-in electric field is constructed. The surface hydrophilic/aerophobic properties enabling rapid bubble nucleation and efficient detachment, liberating covered active sites, thus improving the surface adsorption kinetics of urea molecular and OH-. Moreover, Fe incorporation accelerates charge transfer and modulates the built-in electric field at the NiTe/NiSe2 heterojunction interface. This reduces the surface reconstruction potential and optimizes the occupancy of hybrid anti-bonding (d-delta)* orbitals, leading to the formation of electron-rich region (Fe-NiTe) and electron-deficient region (Fe-NiSe2), which preferentially adsorbs the electron-withdrawing (C & boxH;O) and electron-donating (& horbar;NH2) groups of urea, respectively, thereby optimizing the adsorption energy of urea molecules. Therefore, the Fe-NiTe/NiSe2 heterojunction exhibits excellent alkaline UOR performance, requiring only 1.447 VRHE to deliver a current density of 100 mA cm-2, which it can maintain for over 90 h. The Fe-NiTe/NiSe2 (+) parallel to Pt/C (-) urea electrolyzer can maintain stable for 150 h at 100 mA cm-2. This work offers a macro- and microscopic coupling engineering strategy to address the surface and intrinsic properties for alkaline UOR, holding significant practical value for advancing energy-efficient hydrogen production and wastewater treatment.";10.1002/adfm.202527710
In-situ reconstitution of Ni(III)-based active sites from vanadium doped nickel phosphide/metaphosphate for super-stable urea-assisted water electrolysis at large current densities;"Li, X M; Han, B B; Cao, S Y; Bai, H T; Li, J D; Du, X H";2025;"CATALYSTS; HYDROGEN; Heterogeneous structure construction; Oxygen evolution reaction; PHOSPHATE; STABILITY; Urea assisted water electrolysis; Urea oxidation reaction; Vanadium doping";Efficient bifunctional electrocatalysts towards oxygen evolution reaction (OER) and urea electrooxidation reaction (UOR) are urgently needed for hydrogen production from urea-containing wastewater electrolysis. The main challenge lies in the sluggish UOR kinetics and the stability of catalyst under practical high current density. Here, a vanadium doped heterostructure of Ni(PO3)2/Ni2P with shaggy nanosheet morphology was successfully synthesized. The doping of V atoms promotes the formation of Ni(PO3)2/Ni2P heterojunction in phosphating process. It is demonstrated that V-doped Ni(PO3)2/Ni2P accelerates the generation of real active site V@NiOOH in OER and UOR processes, which can also be stabilized by the PO3- ions. The in-situ formed V@NiOOH increases the adsorption energy of urea molecule, and reduces the adsorption energy of key intermediates *COO, thus facilitating the release of CO2 product from the catalyst surface. The energy barrier of *HNCON to *NCON is also reduced dramatically, promoting the kinetics of UOR. In addition, the shaggy nanosheets morphology provides large number of catalytic sites and transport channels, which are conducive to mass transfer under high current density. As a result, the V-Ni(PO3)2/Ni2P electrode based anion-exchange membrane (AEM) electrolyzer needs only 1.61 V to drive the total urea electrolysis at an industrial grade current density of 550 mA cm-2 with an outstanding durability of 700 h. This work paves the way for designing practical efficient and stable electrocatalyst for urea contained wastewater electrolysis to produce hydrogen.;10.1016/j.jcis.2024.11.025
Electrolysis characterization of saline wastewater discharged from a subsurface pipe in saline-alkali land;"Yang, C K; Liu, H G; Gong, P; Li, P F; Li, L";2023;"DRAINAGE; NITRATE; Non-point source pollution; POLLUTION; Resource utilization; Saline wastewater; Saline-alkali land";We improved the design of an ion membrane electrolysis device to assess its use for electrolytic desalination and hydrogen production utilizing wastewater discharged from a subsurface drainage pipe in saline-alkali land. The device can reduce the waste of water resources and agricultural non-point source pollution. The electrolysis performance is low due to the low concentration of salts and complex ionic species in the drainage water from subsurface pipes of farmland. A one-factor quantitative experimental study was conducted to assess the influence of the electrolysis parameters on the electrolytic characteristics. Multifactor synergistic optimization of the parameters was performed. The results indicate different degrees of linear correlations between the hydrogen and chlorine gas production rates and the current density (CD) for different process parameters. Different factors have different degrees of influence on the electrolysis characteristics, and factor interactions occur. The optimization model describing the effects of multiple factors on the final current density (FCD), pH value after reaction (ARP), and energy consumption rate (ECR) is reliable and stable. The optimized operating parameters included a brine concentration (BC) of 3.6 mol.L-1, before reaction pH (BRP) value of 9, working voltage (WV) of 12.2 V, and electrode immersion depth (EID) of 22.5 cm. Under these conditions, the FCD is 183.03 mA.cm(-2), the ARP is 13.99, and the ECR is 24,586.50 kW.h/kg. The proposed method substantially improves the electrolysis performance. The results provide theoretical and technical support for utilizing saline wastewater discharged from saline-alkaline land.;10.1016/j.jwpe.2023.104265
Synergistic electrocatalytic performance of nano-sized 1D Pd-MOF/NF for urea oxidation in alkaline media;"Ismail, K M; Hassan, H B; Hassan, S S; Sultan, M A";2026;"1D Pd-MOF; Cyclic voltammetry; DFT; EFFICIENT ELECTROCATALYST; ELECTRO-CATALYTIC OXIDATION; ELECTROCHEMICAL OXIDATION; Electrocatalysis; Electrooxidation; FORMIC-ACID; GALVANIC REPLACEMENT; HIGHLY EFFICIENT; HYDROGEN EVOLUTION; LAYERED DOUBLE HYDROXIDE; NI FOAM; NICKEL METAL; Nickel foam; Urea";"Urea is widely recognized as a promising energy source due to its abundance in the environment. Its electrooxidation offers a sustainable pathway for hydrogen generation and wastewater treatment. In this work, a nano-sized one-dimensional palladium metal-organic framework (1D Pd-MOF) was synthesized via a chemical route and drop-cast onto nickel foam (NF), serving as an efficient catalyst promoter for the electrooxidation of urea. The fabricated electrodes were characterized using SEM coupled with EDX and elemental mapping, ICP-OES, XRD, and XPS. Electrochemical evaluations revealed a substantial enhancement in urea oxidation current density, achieving 43 mA cm-2 on the 1D Pd-MOF/NF electrode, compared to 10 mA cm-2 on bare NF. Repeated cyclic voltammetry and chronoamperometry tests confirmed the enhanced stability of the 1D Pd-MOF/NF electrode under operating conditions. Furthermore, the heterogeneous rate constant for urea oxidation was significantly higher on the 1D Pd-MOF/NF electrode (1.73 & times; 10 5 mol-1 cm3 s-1 ) than on NF (2.5 & times; 10 4 mol-1 cm3 s-1 ). Anodic Tafel slope values of 136 and 113 mV dec-1 for NF and 1D Pd-MOF/NF, respectively, indicate facile urea oxidation at the 1D Pd-MOF/NF electrode. However, the significantly lower charge-transfer resistance of 1.84 Omega cm2 on the 1D Pd-MOF/NF electrode highlights its superior charge-transfer kinetics and overall electrocatalytic performance for urea oxidation. The CV and EIS results indicate that urea electrooxidation proceeds via a mixed kinetic mechanism, involving both surface-confined and diffusion-controlled processes.";10.1016/j.ijhydene.2026.154363
Sustainable removal of ammonia via a coupled ion exchange and electrolysis system;"Kang, J H; Oh, G G; Son, M; Kang, S W";2025;"ADSORPTION; Ammonia recovery; Anaerobic digestion dewatering liquor; DYE; Electrolysis; HYDROGEN-PRODUCTION; Ion exchange; KINETICS; Prussian blue analog; WATER ELECTROLYSIS";Anaerobic digestion (AD) sludge dewatering liquor is associated with a persistent problem of the total ammonia nitrogen (TAN) removal. We investigated a coupled system consisting of ion exchange and electrolysis. TAN was recovered using a Prussian blue analog (PBA)-immobilized adsorbent and removed by electrolysis along with hydrogen gas production. Batch tests revealed that PBA exclusively adsorbed TAN and was recovered by ion exchange, despite the application of actual wastewater. Langmuir and Temkin models showed good fits with the experimental data (R-2 > 0.99). In continuous column tests, >87.6 % TAN was consistently recovered without a decrease in the adsorption capacity for 12 cycles. TAN recovered in the regenerant was removed within 270 min to <30 mg-N/L, and the oxidation rate lasted without any notable change. Although NO3- and K+ concentrations increased continuously to >1 M, the electro-oxidation rate was stable. Investigation of the PBA surface demonstrated that no accumulation of competing ions occurred, and ion exchange was effectively performed. The capital and operational expenditures were determined as 4.109 and 3.191 M$, respectively. This suggested that the proposed system is comparable to the various TAN removal processes. The proposed system is a promising technology for recovering TAN and producing hydrogen gas.;10.1016/j.jenvman.2025.126661
A NiMOF integrated with conductive materials for efficient bifunctional electrocatalysis of urea oxidation and oxygen evolution reactions;"Xie, X P; Xu, L Q; Zeng, Q S; Zhang, Z A; Xu, Z Q; Yin, C X; Wang, X X";2024;"CATALYST; ELECTROOXIDATION; HYDROGEN-PRODUCTION; MECHANISM; METAL-ORGANIC FRAMEWORKS; NICKEL";The development of urea oxidation reaction (UOR) and oxygen evolution reaction (OER) bifunctional electrocatalysts has dual significance in promoting hydrogen energy production and urea-rich wastewater treatment. Herein, a carboxylated multi-walled carbon nanotube (MWCNT-COOH)-ferrocene carboxylic acid (Fc-COOH) modulated NiMOF hybrid material (MWCNT-NiMOF(Fc)) has been synthesized for dual electrocatalysis of the UOR and OER. The material characterization results indicated that MWCNT-COOH and Fc-COOH were integrated into the framework structure of the NiMOF. The direct interaction between the NiMOF and MWCNT/Fc facilitated electron transfer in the hybrid material and led to lattice strain, which improved the charge transfer kinetics, promoted the exposure of more unsaturated Ni sites, and increased the electrochemically active surface area. These factors together enhanced the electrocatalytic activity of MWCNT-NiMOF(Fc) towards the UOR and OER. Using a glassy carbon electrode as the substrate, MWCNT-NiMOF(Fc) exhibited low potential requirements, low Tafel slopes, and high stability. In overall urea and water splitting electrolysis cells, the excellent UOR and OER dual functional catalytic ability and enormous practical application potential of the MWCNT-NiMOF(Fc) modified foam nickel electrode were further demonstrated. On the basis of the above research, the influence of a KOH environment on urea electrolysis was further studied, and the urea electrolysis products were analyzed, promoting a more comprehensive understanding of the catalytic performance of MWCNT-NiMOF(Fc) for urea oxidation. This study provides a new approach for developing high-performance NiMOF-based electrocatalysts for challenging bifunctional UOR/OER applications, and has potential application value in hydrogen production from urea-containing wastewater electrolysis. MWCNT-COOH and Fc-COOH were integrated into the framework structure of a NiMOF, altering its electronic structure and generating lattice strain. The resulting MWCNT-NiMOF(Fc) exhibited excellent UOR and OER dual functional catalytic activity.;10.1039/d3dt03456a
Economically feasible and carbon-negative emission disposal of saline wastewater: Concentration-electrolysis integrating waste heat recovery and co-disposal of industrial waste salt;"Chen, X Y; He, Y H; Zhao, T; Tan, P X; Yu, N Z; Zou, C; Wang, Y P; Liu, H M";2026;"BLAST-FURNACE SLAG; BOTTOM ASH; Carbon-negative concentration and electrolysis; DESALINATION; DISTILLATION; ENERGY; EXERGY ANALYSIS; Green hydrogen production; INCINERATION FLY-ASH; PLANTS; SYSTEM; Saline wastewater; Techno-economic analysis; Waste heat recovery; Waste salt co-disposal";"The costly disposal of high-salinity washing wastewater (WWS) from municipal solid waste incineration fly ash is a significant bottleneck for the Waste-to-Energy (WtE) industry. This study proposes an in-situ electrolysis system that integrates dual waste heat recovery (from flue gas and bottom ash), industrial waste salt co-disposal, and depleted brine recirculation. Compared to conventional standalone treatment, this configuration leverages internal waste heat for energy and external waste salt for concentration. Comprehensive techno-economic analysis (TEA) and carbon emission accounting demonstrate that this integration significantly improves economic and environmental benefits. The optimal configuration (IS-H) achieves a net present value (NPV) of 57.33 million CNY and an internal rate of return (IRR) of 17.2%. The economic benefits have increased by 5.2 to 5.7 times relative to the baseline scenario (M-NH and T-NH). Environmentally, by expanding system boundaries to include credits for substituted chemical products, the process attains a net carbon intensity of-446.2 kg/m3. Notably, driven by the substantial income offsets from resourceful by-products, the co-disposal strategy enables negative levelized hydrogen production costs (LHPC) of-5.55 to-3.95 CNY/kg. Coupling with renewable energy further elevates NPV to 127.59 million CNY and reduces carbon intensity to-734.5 kg/m3. This work validates a quantitative ""waste-control-by-waste"" strategy, offering a scalable industrial symbiosis model for circular waste management and decarbonization. The integrating process provides an economically viable and carbon-negative method for WWS reutilization disposal, which highly aligns with the ""waste-control-by-waste"" concept.";10.1016/j.cej.2026.172815
